Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T18:38:05+00:00
Date,29/05/2026
Time,06/38/05
Session Index,2
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,42.639
Incomplete lap, 6.004, sectors, 0,0,0,0,6.004
Lap 1, 46.15, sectors, 9.027,18.434,11.503,0,7.186
Lap 2, 43.729, sectors, 7.716,17.729,11.238,0,7.046
Lap 3, 43.7, sectors, 7.902,17.608,11.118,0,7.072
Lap 4, 42.975, sectors, 7.637,17.406,10.983,0,6.949
Lap 5, 43.054, sectors, 7.703,17.209,11.265,0,6.877
Lap 6, 42.828, sectors, 7.616,17.382,10.924,0,6.906
Lap 7, 42.901, sectors, 7.581,17.408,11.042,0,6.870
Lap 8, 42.961, sectors, 7.661,17.363,11.043,0,6.894
Lap 9, 43.165, sectors, 7.798,17.44,10.939,0,6.988
Lap 10, 42.76, sectors, 7.546,17.404,10.906,0,6.904
Lap 11, 42.78, sectors, 7.648,17.319,10.929,0,6.884
Lap 12, 44.157, sectors, 7.573,18.269,11.467,0,6.848
Lap 13, 42.639, sectors, 7.519,17.206,11.117,0,6.797
Lap 14, 42.879, sectors, 7.6,17.398,11.129,0,6.752
Incomplete lap, 66.218, sectors, 7.503,17.203,11.305,0,30.207

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
3338,2026-05-29T18:43:39.600Z,50.3729062,30.4643460,176.9,7.67,-0.316,0.772,1.064,8,300.44
3339,2026-05-29T18:43:39.700Z,50.3729088,30.4643353,176.8,8.05,-0.282,0.909,1.022,8,292.18
3340,2026-05-29T18:43:39.800Z,50.3729104,30.4643248,176.8,7.59,-0.287,0.936,1.023,8,284.60
3341,2026-05-29T18:43:39.900Z,50.3729109,30.4643137,176.8,7.91,-0.287,0.944,0.909,8,275.69
3342,2026-05-29T18:43:40.000Z,50.3729107,30.4643030,176.8,7.55,-0.214,1.072,0.859,8,269.26
3343,2026-05-29T18:43:40.100Z,50.3729093,30.4642921,176.8,7.78,-0.152,1.224,0.761,8,260.01
3344,2026-05-29T18:43:40.200Z,50.3729068,30.4642817,176.8,7.86,-0.216,1.085,0.787,8,250.85
3345,2026-05-29T18:43:40.300Z,50.3729038,30.4642718,176.8,7.77,-0.209,1.117,0.764,8,245.35
3346,2026-05-29T18:43:40.400Z,50.3729000,30.4642627,176.8,7.67,-0.035,1.136,0.794,8,237.66
3347,2026-05-29T18:43:40.500Z,50.3728950,30.4642540,176.8,8.23,-0.197,1.066,0.834,8,229.39
3348,2026-05-29T18:43:40.600Z,50.3728896,30.4642466,176.8,8.01,-0.166,0.900,0.933,8,221.88
3349,2026-05-29T18:43:40.700Z,50.3728836,30.4642398,176.8,8.16,-0.194,0.980,0.968,8,216.30
3350,2026-05-29T18:43:40.800Z,50.3728771,30.4642342,176.8,8.25,-0.169,0.942,0.968,8,209.10
3351,2026-05-29T18:43:40.900Z,50.3728700,30.4642294,176.8,8.53,-0.275,0.829,0.984,8,203.84
3352,2026-05-29T18:43:41.000Z,50.3728626,30.4642253,176.8,8.71,-0.275,0.729,1.055,8,200.21
3353,2026-05-29T18:43:41.100Z,50.3728551,30.4642218,176.8,8.70,-0.316,0.768,0.993,8,196.47
3354,2026-05-29T18:43:41.200Z,50.3728473,30.4642190,176.8,8.93,-0.169,0.596,0.925,8,192.79
3355,2026-05-29T18:43:41.300Z,50.3728393,30.4642173,176.9,9.05,-0.253,0.562,0.964,8,187.87
3356,2026-05-29T18:43:41.400Z,50.3728309,30.4642173,176.8,9.30,-0.325,0.550,1.038,8,181.64
3357,2026-05-29T18:43:41.500Z,50.3728225,30.4642171,176.9,9.36,-0.330,0.595,1.121,8,180.06
3358,2026-05-29T18:43:41.600Z,50.3728134,30.4642170,176.8,10.04,-0.376,0.535,0.988,8,180.94
3359,2026-05-29T18:43:41.700Z,50.3728050,30.4642183,176.9,9.50,-0.282,0.568,0.800,8,174.82
3360,2026-05-29T18:43:41.800Z,50.3727962,30.4642195,176.9,9.88,-0.183,0.464,0.857,8,174.79
3361,2026-05-29T18:43:41.900Z,50.3727870,30.4642215,176.9,10.33,-0.084,0.363,0.694,8,172.71
3362,2026-05-29T18:43:42.000Z,50.3727780,30.4642225,176.9,10.09,-0.059,0.359,0.561,8,175.50
3363,2026-05-29T18:43:42.100Z,50.3727686,30.4642250,176.9,10.53,-0.126,0.298,0.658,8,170.97
3364,2026-05-29T18:43:42.200Z,50.3727593,30.4642273,176.9,10.49,-0.128,0.230,0.771,8,171.08
3365,2026-05-29T18:43:42.300Z,50.3727500,30.4642305,176.8,10.67,-0.163,0.181,0.672,8,168.14
3366,2026-05-29T18:43:42.400Z,50.3727405,30.4642331,176.8,10.69,-0.127,0.220,0.598,8,169.90
3367,2026-05-29T18:43:42.500Z,50.3727306,30.4642361,176.8,11.23,-0.089,0.306,0.553,8,169.19
3368,2026-05-29T18:43:42.600Z,50.3727209,30.4642389,176.9,11.03,0.184,0.198,0.602,8,168.80
3369,2026-05-29T18:43:42.700Z,50.3727107,30.4642425,176.8,11.60,0.110,0.130,0.637,8,168.36
3370,2026-05-29T18:43:42.800Z,50.3727007,30.4642458,176.8,11.37,0.201,0.220,0.529,8,168.19
3371,2026-05-29T18:43:42.900Z,50.3726905,30.4642493,176.8,11.59,0.312,0.385,0.511,8,167.38
3372,2026-05-29T18:43:43.000Z,50.3726802,30.4642533,176.8,11.82,0.214,0.214,0.489,8,166.26
3373,2026-05-29T18:43:43.100Z,50.3726698,30.4642571,176.8,11.85,0.156,0.247,0.423,8,166.78
3374,2026-05-29T18:43:43.200Z,50.3726593,30.4642608,176.8,11.98,0.048,0.184,0.429,8,167.12
3375,2026-05-29T18:43:43.300Z,50.3726485,30.4642647,176.8,12.32,-0.167,0.262,0.543,8,167.02
3376,2026-05-29T18:43:43.400Z,50.3726381,30.4642683,176.8,11.97,-0.192,0.106,0.577,8,167.16
3377,2026-05-29T18:43:43.500Z,50.3726280,30.4642706,176.8,11.45,-0.308,0.015,0.669,8,171.37
3378,2026-05-29T18:43:43.600Z,50.3726179,30.4642722,176.7,11.27,-0.449,-0.089,0.724,8,173.84
3379,2026-05-29T18:43:43.700Z,50.3726078,30.4642725,176.7,11.15,-0.391,0.059,0.668,8,178.04
3380,2026-05-29T18:43:43.800Z,50.3725987,30.4642710,176.7,10.41,-0.145,-0.066,0.562,8,184.48
3381,2026-05-29T18:43:43.900Z,50.3725890,30.4642690,176.7,10.76,-0.127,-0.089,0.614,8,186.88
3382,2026-05-29T18:43:44.000Z,50.3725804,30.4642649,176.8,10.18,0.065,-0.070,0.598,8,195.53
3383,2026-05-29T18:43:44.100Z,50.3725717,30.4642601,176.8,10.27,0.065,0.031,0.592,8,198.62
3384,2026-05-29T18:43:44.200Z,50.3725642,30.4642539,176.8,9.69,0.143,-0.056,0.714,8,205.72
3385,2026-05-29T18:43:44.300Z,50.3725567,30.4642470,176.8,9.73,-0.144,-0.356,0.976,8,209.72
3386,2026-05-29T18:43:44.400Z,50.3725507,30.4642385,176.9,9.18,-0.243,-0.428,1.149,8,220.06
3387,2026-05-29T18:43:44.500Z,50.3725453,30.4642290,176.9,9.12,-0.250,-0.624,1.312,8,226.89
3388,2026-05-29T18:43:44.600Z,50.3725402,30.4642188,176.9,9.20,-0.142,-0.776,1.257,8,230.94
3389,2026-05-29T18:43:44.700Z,50.3725367,30.4642078,176.9,8.83,-0.234,-0.892,1.221,8,241.52
3390,2026-05-29T18:43:44.800Z,50.3725336,30.4641958,176.9,9.16,-0.013,-0.766,1.107,8,247.04
3391,2026-05-29T18:43:44.900Z,50.3725313,30.4641835,176.9,9.18,-0.078,-0.862,1.068,8,252.79
3392,2026-05-29T18:43:45.000Z,50.3725309,30.4641714,176.9,8.77,-0.051,-0.834,0.980,8,263.93
3393,2026-05-29T18:43:45.100Z,50.3725306,30.4641584,176.9,9.27,-0.196,-0.729,1.083,8,267.64
3394,2026-05-29T18:43:45.200Z,50.3725310,30.4641458,176.9,9.01,-0.179,-0.695,1.166,8,272.06
3395,2026-05-29T18:43:45.300Z,50.3725330,30.4641334,176.9,9.19,-0.253,-0.790,1.171,8,282.26
3396,2026-05-29T18:43:45.400Z,50.3725355,30.4641209,176.9,9.33,-0.253,-0.790,1.171,8,286.43
3397,2026-05-29T18:43:45.500Z,50.3725385,30.4641086,176.9,9.36,-0.177,-0.653,1.097,8,290.19
3398,2026-05-29T18:43:45.600Z,50.3725429,30.4640975,176.9,9.36,-0.030,-0.653,0.994,8,299.68
3399,2026-05-29T18:43:45.700Z,50.3725481,30.4640863,176.9,9.62,0.030,-0.584,0.962,8,304.30
3400,2026-05-29T18:43:45.800Z,50.3725534,30.4640756,176.9,9.67,0.131,-0.392,0.876,8,307.35
3401,2026-05-29T18:43:45.900Z,50.3725592,30.4640654,176.9,9.84,0.131,-0.392,0.876,8,311.15
3402,2026-05-29T18:43:46.000Z,50.3725654,30.4640552,176.8,10.00,0.013,-0.397,0.996,8,313.72
3403,2026-05-29T18:43:46.100Z,50.3725721,30.4640455,176.8,10.14,-0.009,-0.378,0.984,8,316.38
3404,2026-05-29T18:43:46.200Z,50.3725792,30.4640362,176.8,10.26,-0.058,-0.248,0.983,8,319.45
3405,2026-05-29T18:43:46.300Z,50.3725865,30.4640268,176.8,10.45,-0.060,-0.097,0.909,8,320.28
3406,2026-05-29T18:43:46.400Z,50.3725943,30.4640172,176.8,10.94,-0.111,-0.007,0.818,8,321.08
3407,2026-05-29T18:43:46.500Z,50.3726019,30.4640077,176.8,10.74,-0.235,0.218,0.738,8,321.23
3408,2026-05-29T18:43:46.600Z,50.3726096,30.4639980,176.8,11.02,-0.429,0.319,0.594,8,321.08
3409,2026-05-29T18:43:46.700Z,50.3726172,30.4639875,176.8,11.27,-0.233,0.417,0.492,8,319.00
3410,2026-05-29T18:43:46.800Z,50.3726248,30.4639771,176.8,11.31,-0.157,0.455,0.480,8,319.25
3411,2026-05-29T18:43:46.900Z,50.3726324,30.4639658,176.8,11.63,-0.118,0.411,0.329,8,316.89
3412,2026-05-29T18:43:47.000Z,50.3726393,30.4639540,176.8,11.42,0.057,0.324,0.291,8,313.18
3413,2026-05-29T18:43:47.100Z,50.3726464,30.4639422,176.7,11.69,0.006,0.176,0.132,8,313.59
3414,2026-05-29T18:43:47.200Z,50.3726535,30.4639292,176.7,11.91,-0.245,0.250,0.078,8,310.34
3415,2026-05-29T18:43:47.300Z,50.3726600,30.4639158,176.7,12.01,-0.344,0.277,-0.039,8,307.79
3416,2026-05-29T18:43:47.400Z,50.3726662,30.4639020,176.7,12.02,-0.132,0.413,-0.052,8,305.82
3417,2026-05-29T18:43:47.500Z,50.3726724,30.4638876,176.6,12.36,-0.318,0.544,-0.191,8,304.48
3418,2026-05-29T18:43:47.600Z,50.3726780,30.4638726,176.6,12.30,-0.232,0.842,-0.147,8,300.99
3419,2026-05-29T18:43:47.700Z,50.3726834,30.4638573,176.6,12.38,-0.057,0.603,-0.228,8,299.19
3420,2026-05-29T18:43:47.800Z,50.3726888,30.4638414,176.6,12.68,-0.010,0.590,-0.110,8,298.10
3421,2026-05-29T18:43:47.900Z,50.3726941,30.4638257,176.6,12.65,-0.145,0.534,-0.036,8,297.61
3422,2026-05-29T18:43:48.000Z,50.3726997,30.4638099,176.6,12.66,-0.094,0.373,0.210,8,298.02
3423,2026-05-29T18:43:48.100Z,50.3727049,30.4637942,176.6,12.57,-0.088,0.028,0.412,8,297.26
3424,2026-05-29T18:43:48.200Z,50.3727105,30.4637804,176.6,11.77,-0.402,0.018,0.627,8,302.28
3425,2026-05-29T18:43:48.300Z,50.3727160,30.4637676,176.6,11.05,-0.389,-0.003,0.601,8,303.61
3426,2026-05-29T18:43:48.400Z,50.3727218,30.4637555,176.6,10.71,-0.322,0.073,0.556,8,306.72
3427,2026-05-29T18:43:48.500Z,50.3727282,30.4637442,176.6,10.62,-0.123,0.104,0.515,8,310.60
3428,2026-05-29T18:43:48.600Z,50.3727348,30.4637342,176.6,10.27,-0.126,0.223,0.582,8,315.46
3429,2026-05-29T18:43:48.700Z,50.3727420,30.4637257,176.6,9.93,0.117,0.396,0.576,8,321.56
3430,2026-05-29T18:43:48.800Z,50.3727494,30.4637179,176.6,9.94,0.218,0.266,0.742,8,325.95
3431,2026-05-29T18:43:48.900Z,50.3727568,30.4637128,176.6,9.08,0.052,0.035,0.936,8,334.57
3432,2026-05-29T18:43:49.000Z,50.3727639,30.4637085,176.6,8.69,-0.163,-0.230,1.170,8,339.11
3433,2026-05-29T18:43:49.100Z,50.3727721,30.4637061,176.6,8.84,0.069,-0.322,1.163,8,348.41
3434,2026-05-29T18:43:49.200Z,50.3727793,30.4637045,176.6,8.34,0.167,-0.587,1.218,8,352.51
3435,2026-05-29T18:43:49.300Z,50.3727869,30.4637052,176.7,8.22,0.175,-0.531,1.196,8,2.08
3436,2026-05-29T18:43:49.400Z,50.3727946,30.4637065,176.7,8.42,0.235,-0.624,1.233,8,6.37
3437,2026-05-29T18:43:49.500Z,50.3728015,30.4637103,176.7,8.10,0.352,-0.645,1.073,8,17.26
3438,2026-05-29T18:43:49.600Z,50.3728082,30.4637149,176.7,7.92,0.284,-0.806,1.031,8,23.63
3439,2026-05-29T18:43:49.700Z,50.3728142,30.4637210,176.7,7.94,0.193,-0.742,1.009,8,31.40
3440,2026-05-29T18:43:49.800Z,50.3728197,30.4637282,176.7,7.90,0.243,-0.946,0.876,8,38.73
3441,2026-05-29T18:43:49.900Z,50.3728239,30.4637367,176.7,7.83,0.242,-0.930,0.837,8,49.27
3442,2026-05-29T18:43:50.000Z,50.3728280,30.4637458,176.7,7.86,0.368,-0.884,0.795,8,53.76
3443,2026-05-29T18:43:50.100Z,50.3728312,30.4637561,176.7,8.04,0.320,-0.608,0.853,8,63.31
3444,2026-05-29T18:43:50.200Z,50.3728341,30.4637668,176.7,8.16,0.411,-0.741,0.931,8,66.87
3445,2026-05-29T18:43:50.300Z,50.3728359,30.4637781,176.7,8.24,0.295,-0.632,1.040,8,75.34
3446,2026-05-29T18:43:50.400Z,50.3728373,30.4637897,176.8,8.33,0.322,-0.462,1.010,8,79.57
3447,2026-05-29T18:43:50.500Z,50.3728379,30.4638019,176.8,8.72,0.193,-0.392,1.076,8,84.13
3448,2026-05-29T18:43:50.600Z,50.3728381,30.4638145,176.7,8.91,0.290,-0.425,1.085,8,87.53
3449,2026-05-29T18:43:50.700Z,50.3728381,30.4638269,176.8,8.92,0.090,-0.206,1.023,8,89.96
3450,2026-05-29T18:43:50.800Z,50.3728379,30.4638397,176.7,9.14,-0.002,-0.140,0.952,8,90.79
3451,2026-05-29T18:43:50.900Z,50.3728376,30.4638528,176.7,9.38,-0.179,-0.124,1.029,8,91.20
3452,2026-05-29T18:43:51.000Z,50.3728375,30.4638660,176.7,9.43,-0.321,0.036,0.974,8,90.28
3453,2026-05-29T18:43:51.100Z,50.3728377,30.4638795,176.7,9.63,-0.431,0.089,0.899,8,89.14
3454,2026-05-29T18:43:51.200Z,50.3728385,30.4638933,176.7,9.86,-0.427,0.132,0.909,8,85.54
3455,2026-05-29T18:43:51.300Z,50.3728399,30.4639072,176.7,10.01,-0.425,0.244,0.963,8,81.85
3456,2026-05-29T18:43:51.400Z,50.3728417,30.4639212,176.7,10.05,-0.198,0.267,0.836,8,79.09
3457,2026-05-29T18:43:51.500Z,50.3728446,30.4639341,176.7,9.57,-0.143,0.444,0.775,8,73.04
3458,2026-05-29T18:43:51.600Z,50.3728482,30.4639475,176.7,10.37,-0.069,0.529,0.624,8,67.48
3459,2026-05-29T18:43:51.700Z,50.3728527,30.4639599,176.7,10.10,-0.084,0.653,0.548,8,61.54
3460,2026-05-29T18:43:51.800Z,50.3728576,30.4639725,176.7,10.37,-0.090,0.740,0.412,8,59.04
3461,2026-05-29T18:43:51.900Z,50.3728635,30.4639836,176.8,10.15,-0.207,0.991,0.427,8,51.62
3462,2026-05-29T18:43:52.000Z,50.3728699,30.4639944,176.8,10.49,-0.115,0.897,0.290,8,47.68
3463,2026-05-29T18:43:52.100Z,50.3728768,30.4640048,176.8,10.54,-0.232,0.853,0.527,8,44.75
3464,2026-05-29T18:43:52.200Z,50.3728843,30.4640144,176.8,10.74,-0.272,0.769,0.570,8,39.52
3465,2026-05-29T18:43:52.300Z,50.3728920,30.4640235,176.8,10.70,-0.250,0.704,0.484,8,37.15
3466,2026-05-29T18:43:52.400Z,50.3729006,30.4640316,176.7,11.01,-0.195,0.524,0.210,8,31.76
3467,2026-05-29T18:43:52.500Z,50.3729092,30.4640395,176.8,10.99,-0.248,0.436,0.064,8,30.59
3468,2026-05-29T18:43:52.600Z,50.3729180,30.4640464,176.8,11.01,-0.173,0.620,-0.299,8,26.52
3469,2026-05-29T18:43:52.700Z,50.3729275,30.4640534,176.7,11.60,-0.119,0.651,-0.414,8,24.67
3470,2026-05-29T18:43:52.800Z,50.3729369,30.4640595,176.7,11.27,-0.112,0.533,-0.410,8,23.04
3471,2026-05-29T18:43:52.900Z,50.3729467,30.4640651,176.7,11.56,-0.036,0.613,-0.265,8,20.34
3472,2026-05-29T18:43:53.000Z,50.3729567,30.4640710,176.8,11.80,-0.053,0.656,-0.112,8,20.20
3473,2026-05-29T18:43:53.100Z,50.3729668,30.4640766,176.8,11.79,-0.149,0.341,0.028,8,19.77
3474,2026-05-29T18:43:53.200Z,50.3729770,30.4640821,176.8,11.90,0.044,0.246,0.162,8,19.21
3475,2026-05-29T18:43:53.300Z,50.3729875,30.4640880,176.8,12.34,0.195,0.167,0.141,8,19.66
3476,2026-05-29T18:43:53.400Z,50.3729979,30.4640936,176.8,12.09,0.226,0.101,0.295,8,19.17
3477,2026-05-29T18:43:53.500Z,50.3730084,30.4640994,176.8,12.45,0.204,0.154,0.280,8,19.18
3478,2026-05-29T18:43:53.600Z,50.3730190,30.4641055,176.8,12.57,0.070,0.092,0.269,8,20.18
3479,2026-05-29T18:43:53.700Z,50.3730296,30.4641118,176.8,12.52,-0.220,0.001,0.544,8,20.80
3480,2026-05-29T18:43:53.800Z,50.3730403,30.4641186,176.8,12.89,-0.233,-0.047,0.664,8,21.69
3481,2026-05-29T18:43:53.900Z,50.3730510,30.4641255,176.8,12.78,-0.261,-0.095,0.604,8,22.65
3482,2026-05-29T18:43:54.000Z,50.3730618,30.4641329,176.8,12.95,0.011,0.016,0.642,8,23.81
3483,2026-05-29T18:43:54.100Z,50.3730727,30.4641407,176.9,13.19,0.104,0.010,0.625,8,24.35
3484,2026-05-29T18:43:54.200Z,50.3730832,30.4641488,176.9,13.09,0.298,0.039,0.592,8,25.99
3485,2026-05-29T18:43:54.300Z,50.3730940,30.4641574,176.9,13.37,0.105,0.056,0.619,8,27.06
3486,2026-05-29T18:43:54.400Z,50.3731047,30.4641664,176.9,13.38,0.021,-0.022,0.754,8,28.47
3487,2026-05-29T18:43:54.500Z,50.3731154,30.4641757,176.9,13.59,-0.181,-0.170,0.852,8,29.10
3488,2026-05-29T18:43:54.600Z,50.3731259,30.4641854,176.9,13.55,-0.348,-0.127,0.950,8,30.19
3489,2026-05-29T18:43:54.700Z,50.3731365,30.4641956,176.9,13.80,-0.357,-0.183,0.875,8,31.50
3490,2026-05-29T18:43:54.800Z,50.3731470,30.4642061,176.9,13.82,-0.332,-0.192,0.849,8,32.27
3491,2026-05-29T18:43:54.900Z,50.3731573,30.4642169,176.9,13.88,-0.296,-0.036,0.722,8,33.27
3492,2026-05-29T18:43:55.000Z,50.3731677,30.4642281,176.9,14.04,-0.398,-0.039,0.750,8,34.52
3493,2026-05-29T18:43:55.100Z,50.3731780,30.4642397,176.9,14.07,-0.432,-0.086,0.698,8,35.37
3494,2026-05-29T18:43:55.200Z,50.3731883,30.4642516,176.9,14.18,-0.413,-0.012,0.764,8,36.41
3495,2026-05-29T18:43:55.300Z,50.3731987,30.4642635,176.9,14.25,-0.657,0.013,0.896,8,36.62
3496,2026-05-29T18:43:55.400Z,50.3732090,30.4642756,176.9,14.32,-0.557,-0.020,0.949,8,36.79
3497,2026-05-29T18:43:55.500Z,50.3732192,30.4642882,176.9,14.53,-0.483,0.001,0.977,8,37.93
3498,2026-05-29T18:43:55.600Z,50.3732294,30.4643009,176.9,14.45,-0.325,0.082,1.006,8,38.40
3499,2026-05-29T18:43:55.700Z,50.3732396,30.4643138,176.9,14.54,-0.480,0.022,1.090,8,38.77
3500,2026-05-29T18:43:55.800Z,50.3732497,30.4643272,176.9,14.72,-0.190,0.044,0.965,8,39.84
3501,2026-05-29T18:43:55.900Z,50.3732598,30.4643408,176.9,14.70,-0.219,0.022,0.977,8,40.82
3502,2026-05-29T18:43:56.000Z,50.3732697,30.4643549,176.9,14.87,-0.169,0.000,1.066,8,41.99
3503,2026-05-29T18:43:56.100Z,50.3732794,30.4643693,176.9,14.87,-0.273,-0.060,1.048,8,43.43
3504,2026-05-29T18:43:56.200Z,50.3732888,30.4643840,176.9,14.92,-0.017,0.004,0.934,8,44.69
3505,2026-05-29T18:43:56.300Z,50.3732983,30.4643991,176.9,14.87,0.038,-0.026,0.944,8,45.64
3506,2026-05-29T18:43:56.400Z,50.3733076,30.4644145,176.9,15.07,0.056,-0.043,0.950,8,46.45
3507,2026-05-29T18:43:56.500Z,50.3733169,30.4644302,176.9,15.25,0.054,-0.067,0.854,8,47.27
3508,2026-05-29T18:43:56.600Z,50.3733259,30.4644464,176.9,15.15,-0.056,-0.051,0.868,8,48.75
3509,2026-05-29T18:43:56.700Z,50.3733347,30.4644628,176.9,15.24,-0.243,-0.066,0.941,8,49.94
3510,2026-05-29T18:43:56.800Z,50.3733432,30.4644798,176.9,15.30,-0.313,-0.114,0.968,8,51.78
3511,2026-05-29T18:43:56.900Z,50.3733515,30.4644972,176.9,15.42,-0.526,-0.279,1.083,8,52.97
3512,2026-05-29T18:43:57.000Z,50.3733592,30.4645150,176.9,15.31,-0.718,-0.224,1.212,8,55.46
3513,2026-05-29T18:43:57.100Z,50.3733664,30.4645335,176.8,15.42,-0.615,-0.296,1.217,8,58.09
3514,2026-05-29T18:43:57.200Z,50.3733733,30.4645523,176.9,15.35,-0.643,-0.420,1.211,8,60.35
3515,2026-05-29T18:43:57.300Z,50.3733794,30.4645717,176.9,15.37,-1.104,-0.488,1.384,8,63.28
3516,2026-05-29T18:43:57.400Z,50.3733847,30.4645915,176.8,15.37,-0.702,-0.340,1.295,8,66.63
3517,2026-05-29T18:43:57.500Z,50.3733898,30.4646118,176.8,15.50,-0.432,-0.562,1.103,8,68.31
3518,2026-05-29T18:43:57.600Z,50.3733938,30.4646323,176.8,15.31,-0.569,-0.691,1.294,8,72.78
3519,2026-05-29T18:43:57.700Z,50.3733967,30.4646531,176.8,15.20,-0.039,-0.419,1.144,8,77.03
3520,2026-05-29T18:43:57.800Z,50.3733992,30.4646743,176.9,15.32,0.433,-0.429,0.981,8,79.38
3521,2026-05-29T18:43:57.900Z,50.3734004,30.4646953,176.9,15.08,0.015,-0.677,1.189,8,84.16
3522,2026-05-29T18:43:58.000Z,50.3734006,30.4647166,176.9,15.20,-0.080,-0.579,1.342,8,88.40
3523,2026-05-29T18:43:58.100Z,50.3734004,30.4647376,177.0,15.03,0.281,-0.430,1.027,8,90.48
3524,2026-05-29T18:43:58.200Z,50.3733988,30.4647586,177.0,15.03,0.055,-0.652,1.105,8,95.87
3525,2026-05-29T18:43:58.300Z,50.3733972,30.4647796,177.0,15.12,-0.070,-0.716,1.143,8,96.87
3526,2026-05-29T18:43:58.400Z,50.3733945,30.4648002,177.0,15.00,0.164,-0.645,1.054,8,101.10
3527,2026-05-29T18:43:58.500Z,50.3733905,30.4648203,177.0,14.92,0.240,-0.601,0.885,8,106.43
3528,2026-05-29T18:43:58.600Z,50.3733864,30.4648400,177.1,14.76,0.188,-0.689,0.978,8,107.89
3529,2026-05-29T18:43:58.700Z,50.3733811,30.4648596,177.0,15.13,-0.106,-0.902,1.121,8,112.38
3530,2026-05-29T18:43:58.800Z,50.3733751,30.4648781,177.0,14.76,0.105,-0.713,0.975,8,116.26
3531,2026-05-29T18:43:58.900Z,50.3733685,30.4648962,177.0,14.84,0.034,-0.771,0.882,8,119.23
3532,2026-05-29T18:43:59.000Z,50.3733611,30.4649134,177.0,14.82,0.006,-0.739,1.005,8,123.57
3533,2026-05-29T18:43:59.100Z,50.3733531,30.4649303,177.0,14.92,0.119,-0.587,0.911,8,126.13
3534,2026-05-29T18:43:59.200Z,50.3733445,30.4649462,177.0,14.81,0.316,-0.370,0.844,8,129.52
3535,2026-05-29T18:43:59.300Z,50.3733353,30.4649611,177.0,14.73,0.478,-0.355,0.805,8,133.30
3536,2026-05-29T18:43:59.400Z,50.3733255,30.4649749,177.0,14.74,0.635,-0.145,0.742,8,137.53
3537,2026-05-29T18:43:59.500Z,50.3733151,30.4649875,177.0,14.57,0.767,-0.134,0.591,8,141.43
3538,2026-05-29T18:43:59.600Z,50.3733041,30.4649994,177.0,14.88,0.745,-0.243,0.545,8,144.88
3539,2026-05-29T18:43:59.700Z,50.3732928,30.4650101,176.9,14.68,0.654,-0.357,0.643,8,148.50
3540,2026-05-29T18:43:59.800Z,50.3732811,30.4650195,176.9,14.65,0.552,-0.458,0.719,8,152.48
3541,2026-05-29T18:43:59.900Z,50.3732690,30.4650276,176.9,14.57,0.633,-0.415,0.641,8,156.17
3542,2026-05-29T18:44:00.000Z,50.3732566,30.4650339,176.9,14.55,0.545,-0.511,0.663,8,161.29
3543,2026-05-29T18:44:00.100Z,50.3732441,30.4650404,176.9,14.64,0.285,-0.451,0.604,8,161.45
3544,2026-05-29T18:44:00.200Z,50.3732313,30.4650448,176.9,14.61,0.213,-0.422,0.547,8,167.16
3545,2026-05-29T18:44:00.300Z,50.3732184,30.4650477,176.9,14.48,0.034,-0.434,0.550,9,171.18
3546,2026-05-29T18:44:00.400Z,50.3732055,30.4650489,176.9,14.39,-0.087,-0.590,0.542,9,176.15
3547,2026-05-29T18:44:00.500Z,50.3731924,30.4650492,176.9,14.54,-0.062,-0.596,0.513,9,179.07
3548,2026-05-29T18:44:00.600Z,50.3731798,30.4650475,176.9,14.13,0.072,-0.614,0.583,9,184.29
3549,2026-05-29T18:44:00.700Z,50.3731671,30.4650450,176.9,14.22,-0.029,-0.538,0.665,9,186.79
3550,2026-05-29T18:44:00.800Z,50.3731549,30.4650414,176.9,13.92,-0.403,-0.658,0.882,9,190.14
3551,2026-05-29T18:44:00.900Z,50.3731432,30.4650362,176.9,13.54,-0.590,-0.598,0.989,9,195.30
3552,2026-05-29T18:44:01.000Z,50.3731321,30.4650294,176.9,13.37,-0.801,-0.774,1.119,9,200.73
3553,2026-05-29T18:44:01.100Z,50.3731224,30.4650218,176.8,12.33,-0.681,-0.621,0.899,9,206.21
3554,2026-05-29T18:44:01.200Z,50.3731129,30.4650139,176.8,12.05,-0.681,-0.543,1.091,9,207.34
3555,2026-05-29T18:44:01.300Z,50.3731043,30.4650052,176.8,11.45,-0.353,-0.187,0.872,9,213.00
3556,2026-05-29T18:44:01.400Z,50.3730965,30.4649961,176.8,11.00,-0.311,-0.126,0.815,9,216.50
3557,2026-05-29T18:44:01.500Z,50.3730892,30.4649868,176.8,10.56,-0.121,0.278,0.875,9,218.02
3558,2026-05-29T18:44:01.600Z,50.3730833,30.4649761,176.8,10.06,0.015,0.345,0.786,9,227.77
3559,2026-05-29T18:44:01.700Z,50.3730779,30.4649656,176.8,9.68,0.073,0.391,0.668,9,230.19
3560,2026-05-29T18:44:01.800Z,50.3730735,30.4649545,176.8,9.42,-0.071,0.365,0.956,9,235.98
3561,2026-05-29T18:44:01.900Z,50.3730703,30.4649429,176.8,8.99,-0.041,0.477,1.002,9,245.42
