Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T19:06:25+00:00
Date,29/05/2026
Time,07/06/25
Session Index,4
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,43.125
Incomplete lap, 5.123, sectors, 0,0,0,0,5.123
Lap 1, 45.523, sectors, 8.885,18.257,11.461,0,6.920
Lap 2, 43.743, sectors, 7.669,17.886,11.248,0,6.940
Lap 3, 43.64, sectors, 7.66,17.735,11.278,0,6.967
Lap 4, 43.548, sectors, 7.699,17.765,11.101,0,6.983
Lap 5, 44.499, sectors, 7.697,18.016,11.84,0,6.946
Lap 6, 43.436, sectors, 7.765,17.753,11.017,0,6.901
Lap 7, 43.737, sectors, 7.607,18.084,11.234,0,6.812
Lap 8, 43.168, sectors, 7.63,17.63,11.147,0,6.761
Lap 9, 43.472, sectors, 7.896,17.585,11.229,0,6.762
Lap 10, 43.568, sectors, 7.666,17.91,11.289,0,6.703
Lap 11, 43.441, sectors, 7.645,17.727,11.404,0,6.665
Lap 12, 43.125, sectors, 7.523,17.612,11.272,0,6.718
Lap 13, 43.472, sectors, 7.708,17.721,11.226,0,6.817
Lap 14, 43.373, sectors, 7.618,17.605,11.487,0,6.663
Incomplete lap, 63.932, sectors, 10.109,19.747,11.141,0,22.935

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
3353,2026-05-29T19:12:00.400Z,50.3728704,30.4643948,178.9,8.02,-0.186,0.801,1.522,8,349.93
3354,2026-05-29T19:12:00.500Z,50.3728771,30.4643917,178.9,7.99,-0.220,0.862,1.374,8,344.35
3355,2026-05-29T19:12:00.600Z,50.3728829,30.4643865,178.8,7.58,-0.270,1.022,1.277,8,334.37
3356,2026-05-29T19:12:00.700Z,50.3728887,30.4643802,178.9,7.74,-0.232,1.061,1.150,8,326.97
3357,2026-05-29T19:12:00.800Z,50.3728943,30.4643736,178.8,7.83,-0.240,0.962,1.122,8,323.54
3358,2026-05-29T19:12:00.900Z,50.3728982,30.4643652,178.8,7.48,-0.220,0.988,1.158,8,310.70
3359,2026-05-29T19:12:01.000Z,50.3729017,30.4643562,178.8,7.51,-0.137,1.051,1.123,8,303.42
3360,2026-05-29T19:12:01.100Z,50.3729050,30.4643470,178.8,7.45,-0.163,0.894,1.079,8,299.62
3361,2026-05-29T19:12:01.200Z,50.3729065,30.4643370,178.8,7.33,-0.248,1.093,0.979,8,287.19
3362,2026-05-29T19:12:01.300Z,50.3729075,30.4643267,178.8,7.39,-0.248,1.093,0.979,8,280.09
3363,2026-05-29T19:12:01.400Z,50.3729073,30.4643164,178.8,7.28,-0.181,1.050,0.672,8,270.56
3364,2026-05-29T19:12:01.500Z,50.3729066,30.4643062,178.8,7.32,-0.181,1.050,0.672,8,265.17
3365,2026-05-29T19:12:01.600Z,50.3729044,30.4642966,178.8,7.18,-0.039,0.997,0.694,8,253.04
3366,2026-05-29T19:12:01.700Z,50.3729020,30.4642863,178.8,7.70,0.053,0.978,0.745,8,249.50
3367,2026-05-29T19:12:01.800Z,50.3728984,30.4642776,178.8,7.32,0.087,0.872,0.747,8,239.29
3368,2026-05-29T19:12:01.900Z,50.3728943,30.4642690,178.8,7.57,0.070,0.903,0.867,8,234.40
3369,2026-05-29T19:12:02.000Z,50.3728894,30.4642613,178.8,7.65,0.030,0.865,0.864,8,226.46
3370,2026-05-29T19:12:02.100Z,50.3728837,30.4642550,178.8,7.64,0.107,0.944,0.903,8,216.90
3371,2026-05-29T19:12:02.200Z,50.3728778,30.4642489,178.7,7.81,0.116,0.865,0.905,8,214.08
3372,2026-05-29T19:12:02.300Z,50.3728711,30.4642443,178.7,8.04,0.027,0.787,1.014,8,204.71
3373,2026-05-29T19:12:02.400Z,50.3728643,30.4642398,178.7,8.23,-0.021,0.751,1.035,8,202.87
3374,2026-05-29T19:12:02.500Z,50.3728570,30.4642364,178.7,8.46,0.043,0.614,1.029,8,197.11
3375,2026-05-29T19:12:02.600Z,50.3728491,30.4642343,178.7,8.72,-0.029,0.570,1.083,8,190.93
3376,2026-05-29T19:12:02.700Z,50.3728416,30.4642317,178.8,8.73,-0.010,0.524,1.071,8,191.93
3377,2026-05-29T19:12:02.800Z,50.3728335,30.4642304,178.7,8.93,0.045,0.530,0.949,8,186.54
3378,2026-05-29T19:12:02.900Z,50.3728249,30.4642295,178.7,9.41,0.154,0.456,1.029,8,184.21
3379,2026-05-29T19:12:03.000Z,50.3728170,30.4642292,178.8,9.06,0.281,0.266,0.953,8,181.52
3380,2026-05-29T19:12:03.100Z,50.3728082,30.4642285,178.8,9.73,0.161,0.377,0.945,8,182.89
3381,2026-05-29T19:12:03.200Z,50.3728000,30.4642299,178.8,9.37,0.212,0.213,0.885,8,174.84
3382,2026-05-29T19:12:03.300Z,50.3727915,30.4642304,178.9,9.53,0.217,0.161,0.908,8,177.82
3383,2026-05-29T19:12:03.400Z,50.3727819,30.4642318,178.8,10.44,-0.017,0.066,0.854,8,174.86
3384,2026-05-29T19:12:03.500Z,50.3727733,30.4642328,178.9,9.69,-0.144,0.245,0.898,8,175.65
3385,2026-05-29T19:12:03.600Z,50.3727641,30.4642344,178.9,10.30,0.031,0.129,0.660,8,173.95
3386,2026-05-29T19:12:03.700Z,50.3727542,30.4642360,178.8,10.86,0.065,0.221,0.596,8,174.03
3387,2026-05-29T19:12:03.800Z,50.3727454,30.4642379,178.9,10.08,0.086,0.193,0.669,8,172.30
3388,2026-05-29T19:12:03.900Z,50.3727356,30.4642401,178.9,10.89,0.374,0.245,0.641,8,171.72
3389,2026-05-29T19:12:04.000Z,50.3727260,30.4642419,178.9,10.76,0.282,0.176,0.706,8,173.09
3390,2026-05-29T19:12:04.100Z,50.3727159,30.4642442,178.9,11.31,0.238,0.187,0.867,8,171.69
3391,2026-05-29T19:12:04.200Z,50.3727062,30.4642468,178.9,11.01,0.262,0.179,0.902,8,170.79
3392,2026-05-29T19:12:04.300Z,50.3726959,30.4642490,178.9,11.49,0.276,0.101,0.626,8,172.04
3393,2026-05-29T19:12:04.400Z,50.3726858,30.4642519,178.9,11.46,0.342,0.123,0.463,8,170.15
3394,2026-05-29T19:12:04.500Z,50.3726755,30.4642548,178.9,11.58,0.303,0.155,0.528,8,169.90
3395,2026-05-29T19:12:04.600Z,50.3726652,30.4642574,178.9,11.58,0.109,0.066,0.665,8,171.05
3396,2026-05-29T19:12:04.700Z,50.3726546,30.4642605,178.9,11.83,-0.054,0.030,0.692,8,169.63
3397,2026-05-29T19:12:04.800Z,50.3726442,30.4642636,178.9,11.76,-0.051,0.063,0.696,8,169.07
3398,2026-05-29T19:12:04.900Z,50.3726338,30.4642667,178.9,11.81,-0.173,0.046,0.661,8,169.73
3399,2026-05-29T19:12:05.000Z,50.3726234,30.4642685,178.8,11.62,-0.090,-0.074,0.553,8,173.20
3400,2026-05-29T19:12:05.100Z,50.3726135,30.4642694,178.8,10.93,0.045,-0.261,0.452,8,176.38
3401,2026-05-29T19:12:05.200Z,50.3726040,30.4642688,178.7,10.48,0.141,-0.320,0.548,8,181.65
3402,2026-05-29T19:12:05.300Z,50.3725943,30.4642678,178.8,10.90,0.098,-0.278,0.843,8,183.41
3403,2026-05-29T19:12:05.400Z,50.3725851,30.4642653,178.8,10.45,0.095,-0.493,0.953,8,189.40
3404,2026-05-29T19:12:05.500Z,50.3725765,30.4642600,178.7,10.26,0.250,-0.563,0.896,8,200.49
3405,2026-05-29T19:12:05.600Z,50.3725679,30.4642547,178.7,10.34,0.275,-0.478,1.051,8,201.11
3406,2026-05-29T19:12:05.700Z,50.3725599,30.4642485,178.6,9.82,0.218,-0.446,0.922,8,207.23
3407,2026-05-29T19:12:05.800Z,50.3725520,30.4642411,178.5,10.00,0.254,-0.657,0.977,8,212.79
3408,2026-05-29T19:12:05.900Z,50.3725455,30.4642326,178.5,9.46,0.316,-0.505,1.131,8,219.08
3409,2026-05-29T19:12:06.000Z,50.3725400,30.4642224,178.6,9.64,0.263,-0.374,1.217,8,227.04
3410,2026-05-29T19:12:06.100Z,50.3725342,30.4642128,178.6,9.47,0.243,-0.472,1.128,8,226.23
3411,2026-05-29T19:12:06.200Z,50.3725305,30.4642022,178.6,8.81,0.253,-0.630,1.199,8,237.43
3412,2026-05-29T19:12:06.300Z,50.3725270,30.4641905,178.6,9.13,0.099,-0.616,1.142,8,243.89
3413,2026-05-29T19:12:06.400Z,50.3725249,30.4641791,178.6,8.54,0.097,-0.788,1.023,8,251.07
3414,2026-05-29T19:12:06.500Z,50.3725236,30.4641674,178.6,8.58,0.084,-0.869,0.983,8,259.79
3415,2026-05-29T19:12:06.600Z,50.3725230,30.4641548,178.6,8.90,0.256,-0.874,1.003,8,263.53
3416,2026-05-29T19:12:06.700Z,50.3725229,30.4641428,178.6,8.65,0.244,-0.752,1.019,8,269.14
3417,2026-05-29T19:12:06.800Z,50.3725243,30.4641306,178.6,8.73,0.377,-0.729,0.986,8,278.53
3418,2026-05-29T19:12:06.900Z,50.3725264,30.4641183,178.6,9.05,0.324,-0.700,1.005,8,283.96
3419,2026-05-29T19:12:07.000Z,50.3725293,30.4641064,178.6,9.00,0.174,-0.736,1.039,8,288.88
3420,2026-05-29T19:12:07.100Z,50.3725328,30.4640949,178.6,9.22,-0.025,-0.755,0.963,8,295.58
3421,2026-05-29T19:12:07.200Z,50.3725370,30.4640837,178.6,9.27,0.167,-0.752,0.962,8,299.73
3422,2026-05-29T19:12:07.300Z,50.3725417,30.4640725,178.5,9.50,0.167,-0.752,0.962,8,302.82
3423,2026-05-29T19:12:07.400Z,50.3725472,30.4640621,178.5,9.61,0.061,-0.672,0.948,8,308.72
3424,2026-05-29T19:12:07.500Z,50.3725531,30.4640520,178.5,9.73,0.221,-0.616,0.886,8,312.28
3425,2026-05-29T19:12:07.600Z,50.3725596,30.4640423,178.5,9.87,0.338,-0.445,0.819,8,314.88
3426,2026-05-29T19:12:07.700Z,50.3725664,30.4640327,178.5,10.14,0.242,-0.351,0.831,8,317.60
3427,2026-05-29T19:12:07.800Z,50.3725734,30.4640233,178.5,10.29,0.193,-0.308,0.898,8,319.12
3428,2026-05-29T19:12:07.900Z,50.3725808,30.4640143,178.5,10.35,0.290,-0.267,0.944,8,321.63
3429,2026-05-29T19:12:08.000Z,50.3725884,30.4640050,178.5,10.67,0.090,-0.196,1.047,8,321.97
3430,2026-05-29T19:12:08.100Z,50.3725963,30.4639960,178.5,10.73,0.102,-0.072,1.112,8,323.22
3431,2026-05-29T19:12:08.200Z,50.3726042,30.4639867,178.5,11.12,0.004,-0.005,0.834,8,322.96
3432,2026-05-29T19:12:08.300Z,50.3726118,30.4639772,178.5,10.87,-0.122,0.102,0.833,8,322.03
3433,2026-05-29T19:12:08.400Z,50.3726196,30.4639672,178.5,11.26,0.001,0.164,0.604,8,320.77
3434,2026-05-29T19:12:08.500Z,50.3726274,30.4639566,178.5,11.50,-0.176,0.157,0.738,8,319.48
3435,2026-05-29T19:12:08.600Z,50.3726348,30.4639457,178.5,11.33,-0.126,0.197,0.679,8,317.01
3436,2026-05-29T19:12:08.700Z,50.3726424,30.4639343,178.4,11.66,-0.162,0.244,0.909,8,316.00
3437,2026-05-29T19:12:08.800Z,50.3726493,30.4639221,178.4,11.62,0.072,0.380,0.917,8,312.17
3438,2026-05-29T19:12:08.900Z,50.3726562,30.4639094,178.4,11.80,0.039,0.405,1.192,8,310.42
3439,2026-05-29T19:12:09.000Z,50.3726625,30.4638959,178.4,11.97,0.125,0.436,0.950,8,306.98
3440,2026-05-29T19:12:09.100Z,50.3726683,30.4638822,178.4,11.75,0.128,0.512,0.933,8,304.58
3441,2026-05-29T19:12:09.200Z,50.3726737,30.4638673,178.4,12.12,0.174,0.534,0.910,8,300.21
3442,2026-05-29T19:12:09.300Z,50.3726787,30.4638524,178.4,11.97,0.120,0.351,0.896,8,297.91
3443,2026-05-29T19:12:09.400Z,50.3726837,30.4638367,178.4,12.43,0.116,0.363,0.687,8,296.86
3444,2026-05-29T19:12:09.500Z,50.3726886,30.4638211,178.4,12.40,0.096,0.357,0.781,8,296.06
3445,2026-05-29T19:12:09.600Z,50.3726937,30.4638057,178.3,12.29,0.018,0.167,0.805,8,296.99
3446,2026-05-29T19:12:09.700Z,50.3726986,30.4637905,178.3,12.10,-0.022,0.027,0.859,8,296.86
3447,2026-05-29T19:12:09.800Z,50.3727040,30.4637769,178.3,11.37,-0.207,-0.169,0.863,8,300.96
3448,2026-05-29T19:12:09.900Z,50.3727097,30.4637646,178.3,10.91,-0.192,-0.376,0.951,8,305.52
3449,2026-05-29T19:12:10.000Z,50.3727153,30.4637530,178.3,10.29,-0.204,-0.461,0.918,8,306.80
3450,2026-05-29T19:12:10.100Z,50.3727216,30.4637427,178.3,10.11,-0.115,-0.453,1.011,8,312.84
3451,2026-05-29T19:12:10.200Z,50.3727281,30.4637336,178.3,9.82,0.000,-0.476,1.029,8,317.65
3452,2026-05-29T19:12:10.300Z,50.3727351,30.4637252,178.3,9.74,0.197,-0.438,1.090,8,321.87
3453,2026-05-29T19:12:10.400Z,50.3727426,30.4637190,178.3,9.31,0.256,-0.501,1.105,8,330.62
3454,2026-05-29T19:12:10.500Z,50.3727499,30.4637145,178.3,8.92,0.274,-0.629,1.151,8,337.79
3455,2026-05-29T19:12:10.600Z,50.3727575,30.4637110,178.3,8.70,0.186,-0.794,1.085,8,342.74
3456,2026-05-29T19:12:10.700Z,50.3727651,30.4637095,178.3,8.46,0.142,-0.924,1.034,8,351.88
3457,2026-05-29T19:12:10.800Z,50.3727724,30.4637089,178.3,8.20,0.105,-0.928,0.993,8,356.59
3458,2026-05-29T19:12:10.900Z,50.3727799,30.4637106,178.3,8.23,0.113,-0.809,0.981,8,7.32
3459,2026-05-29T19:12:11.000Z,50.3727873,30.4637129,178.3,8.32,0.290,-0.837,0.977,8,11.32
3460,2026-05-29T19:12:11.100Z,50.3727944,30.4637168,178.3,8.29,0.373,-0.746,1.070,8,18.37
3461,2026-05-29T19:12:11.200Z,50.3728010,30.4637224,178.3,8.32,0.413,-0.597,0.993,8,28.03
3462,2026-05-29T19:12:11.300Z,50.3728075,30.4637287,178.3,8.44,0.522,-0.583,1.015,8,31.57
3463,2026-05-29T19:12:11.400Z,50.3728129,30.4637368,178.4,8.37,0.471,-0.583,1.006,8,42.83
3464,2026-05-29T19:12:11.500Z,50.3728184,30.4637457,178.4,8.72,0.319,-0.490,1.137,8,45.51
3465,2026-05-29T19:12:11.600Z,50.3728228,30.4637553,178.4,8.44,0.380,-0.411,1.060,8,54.37
3466,2026-05-29T19:12:11.700Z,50.3728269,30.4637658,178.4,8.66,0.400,-0.496,1.080,8,58.78
3467,2026-05-29T19:12:11.800Z,50.3728298,30.4637773,178.4,8.88,0.225,-0.415,1.115,8,66.50
3468,2026-05-29T19:12:11.900Z,50.3728323,30.4637890,178.4,8.82,0.216,-0.476,1.168,8,71.58
3469,2026-05-29T19:12:12.000Z,50.3728338,30.4638015,178.4,9.01,0.160,-0.530,1.082,8,78.58
3470,2026-05-29T19:12:12.100Z,50.3728346,30.4638144,178.4,9.24,0.093,-0.580,1.144,8,83.79
3471,2026-05-29T19:12:12.200Z,50.3728353,30.4638276,178.4,9.43,0.095,-0.550,1.096,8,85.33
3472,2026-05-29T19:12:12.300Z,50.3728351,30.4638412,178.4,9.60,0.213,-0.511,1.003,8,90.86
3473,2026-05-29T19:12:12.400Z,50.3728350,30.4638548,178.4,9.74,0.205,-0.422,1.026,8,90.85
3474,2026-05-29T19:12:12.500Z,50.3728350,30.4638690,178.4,10.03,0.210,-0.230,1.060,8,90.18
3475,2026-05-29T19:12:12.600Z,50.3728350,30.4638830,178.4,9.94,0.166,-0.080,1.051,8,90.72
3476,2026-05-29T19:12:12.700Z,50.3728353,30.4638977,178.4,10.40,0.153,0.078,1.060,8,88.48
3477,2026-05-29T19:12:12.800Z,50.3728365,30.4639117,178.4,10.02,0.119,0.272,1.067,8,83.52
3478,2026-05-29T19:12:12.900Z,50.3728379,30.4639263,178.4,10.36,-0.007,0.441,1.192,8,81.64
3479,2026-05-29T19:12:13.000Z,50.3728410,30.4639396,178.4,9.95,0.082,0.414,1.164,8,70.92
3480,2026-05-29T19:12:13.100Z,50.3728434,30.4639544,178.4,10.69,-0.131,0.537,1.217,8,75.96
3481,2026-05-29T19:12:13.200Z,50.3728478,30.4639667,178.4,9.97,-0.166,0.672,1.306,8,61.57
3482,2026-05-29T19:12:13.300Z,50.3728524,30.4639795,178.4,10.32,-0.378,0.695,1.427,8,61.27
3483,2026-05-29T19:12:13.400Z,50.3728579,30.4639908,178.4,10.14,-0.286,0.766,1.310,8,52.92
3484,2026-05-29T19:12:13.500Z,50.3728643,30.4640016,178.4,10.43,-0.364,0.956,1.337,8,47.89
3485,2026-05-29T19:12:13.600Z,50.3728714,30.4640112,178.4,10.40,-0.128,0.958,1.217,8,41.12
3486,2026-05-29T19:12:13.700Z,50.3728788,30.4640206,178.4,10.60,-0.211,0.890,1.213,8,39.17
3487,2026-05-29T19:12:13.800Z,50.3728867,30.4640283,178.4,10.36,-0.098,0.844,1.135,8,32.39
3488,2026-05-29T19:12:13.900Z,50.3728954,30.4640355,178.4,10.91,-0.095,0.798,1.184,8,28.05
3489,2026-05-29T19:12:14.000Z,50.3729040,30.4640419,178.4,10.62,-0.042,0.736,1.069,8,25.62
3490,2026-05-29T19:12:14.100Z,50.3729132,30.4640478,178.4,10.92,-0.107,0.641,1.063,8,22.57
3491,2026-05-29T19:12:14.200Z,50.3729226,30.4640535,178.4,11.28,0.109,0.600,0.923,8,20.60
3492,2026-05-29T19:12:14.300Z,50.3729321,30.4640590,178.4,11.05,0.118,0.550,1.014,8,20.45
3493,2026-05-29T19:12:14.400Z,50.3729419,30.4640643,178.4,11.39,0.270,0.335,0.815,8,19.04
3494,2026-05-29T19:12:14.500Z,50.3729517,30.4640699,178.4,11.54,0.364,0.162,0.772,8,20.06
3495,2026-05-29T19:12:14.600Z,50.3729615,30.4640756,178.4,11.62,0.329,0.194,0.828,8,20.34
3496,2026-05-29T19:12:14.700Z,50.3729716,30.4640816,178.5,11.94,0.156,0.102,1.032,8,20.75
3497,2026-05-29T19:12:14.800Z,50.3729816,30.4640877,178.5,11.87,0.144,-0.059,0.878,8,21.28
3498,2026-05-29T19:12:14.900Z,50.3729917,30.4640940,178.5,12.04,0.133,-0.121,0.773,8,21.70
3499,2026-05-29T19:12:15.000Z,50.3730020,30.4641006,178.5,12.28,0.173,-0.085,0.613,8,22.21
3500,2026-05-29T19:12:15.100Z,50.3730123,30.4641073,178.5,12.40,0.353,-0.176,0.511,8,22.59
3501,2026-05-29T19:12:15.200Z,50.3730225,30.4641143,178.5,12.39,0.174,-0.016,0.573,8,23.39
3502,2026-05-29T19:12:15.300Z,50.3730329,30.4641216,178.5,12.65,0.181,0.073,0.595,8,24.24
3503,2026-05-29T19:12:15.400Z,50.3730432,30.4641291,178.5,12.63,0.021,0.060,0.722,8,24.85
3504,2026-05-29T19:12:15.500Z,50.3730536,30.4641370,178.5,12.79,-0.246,0.069,0.801,8,25.72
3505,2026-05-29T19:12:15.600Z,50.3730641,30.4641449,178.5,12.94,-0.238,0.026,0.815,8,25.89
3506,2026-05-29T19:12:15.700Z,50.3730746,30.4641533,178.6,13.07,0.075,-0.094,0.699,8,26.92
3507,2026-05-29T19:12:15.800Z,50.3730851,30.4641619,178.6,13.11,0.048,-0.086,0.802,8,27.80
3508,2026-05-29T19:12:15.900Z,50.3730955,30.4641709,178.6,13.22,-0.014,-0.123,0.972,8,28.55
3509,2026-05-29T19:12:16.000Z,50.3731061,30.4641801,178.6,13.37,0.012,-0.104,1.013,8,29.21
3510,2026-05-29T19:12:16.100Z,50.3731165,30.4641895,178.6,13.41,-0.103,-0.124,0.995,8,30.06
3511,2026-05-29T19:12:16.200Z,50.3731270,30.4641994,178.6,13.59,-0.263,-0.084,1.199,8,30.63
3512,2026-05-29T19:12:16.300Z,50.3731375,30.4642094,178.6,13.65,-0.370,-0.084,1.293,8,31.24
3513,2026-05-29T19:12:16.400Z,50.3731480,30.4642196,178.6,13.75,-0.325,-0.061,1.250,8,31.97
3514,2026-05-29T19:12:16.500Z,50.3731585,30.4642302,178.6,13.80,-0.337,-0.126,1.287,8,32.70
3515,2026-05-29T19:12:16.600Z,50.3731689,30.4642409,178.6,13.85,-0.016,-0.041,1.097,8,33.35
3516,2026-05-29T19:12:16.700Z,50.3731793,30.4642520,178.6,13.98,0.168,-0.007,0.774,8,34.16
3517,2026-05-29T19:12:16.800Z,50.3731899,30.4642633,178.6,14.20,0.169,-0.024,0.664,8,34.43
3518,2026-05-29T19:12:16.900Z,50.3732003,30.4642748,178.6,14.23,0.189,0.022,0.551,8,35.06
3519,2026-05-29T19:12:17.000Z,50.3732107,30.4642866,178.6,14.27,0.193,0.035,0.574,8,35.73
3520,2026-05-29T19:12:17.100Z,50.3732213,30.4642987,178.6,14.49,-0.096,-0.001,0.732,8,36.21
3521,2026-05-29T19:12:17.200Z,50.3732315,30.4643110,178.6,14.38,-0.380,-0.065,1.068,8,37.37
3522,2026-05-29T19:12:17.300Z,50.3732418,30.4643236,178.6,14.59,-0.347,-0.066,1.196,8,37.95
3523,2026-05-29T19:12:17.400Z,50.3732521,30.4643365,178.6,14.68,-0.393,-0.068,1.280,8,38.65
3524,2026-05-29T19:12:17.500Z,50.3732623,30.4643496,178.6,14.67,-0.383,-0.041,1.080,8,39.45
3525,2026-05-29T19:12:17.600Z,50.3732724,30.4643631,178.6,14.77,-0.220,-0.118,1.034,8,40.35
3526,2026-05-29T19:12:17.700Z,50.3732824,30.4643770,178.6,14.88,0.027,-0.224,0.870,8,41.47
3527,2026-05-29T19:12:17.800Z,50.3732922,30.4643911,178.6,14.85,0.020,-0.209,0.757,8,42.44
3528,2026-05-29T19:12:17.900Z,50.3733019,30.4644059,178.6,15.02,0.018,-0.314,0.782,8,44.08
3529,2026-05-29T19:12:18.000Z,50.3733116,30.4644208,178.6,15.04,0.238,-0.340,0.841,8,44.70
3530,2026-05-29T19:12:18.100Z,50.3733207,30.4644363,178.6,15.07,0.322,-0.342,0.792,8,47.04
3531,2026-05-29T19:12:18.200Z,50.3733298,30.4644523,178.6,15.17,0.226,-0.297,0.829,8,48.23
3532,2026-05-29T19:12:18.300Z,50.3733384,30.4644686,178.6,15.11,0.301,-0.394,0.848,8,50.22
3533,2026-05-29T19:12:18.400Z,50.3733467,30.4644858,178.5,15.33,0.509,-0.440,0.796,8,52.70
3534,2026-05-29T19:12:18.500Z,50.3733544,30.4645035,178.5,15.26,0.559,-0.447,0.761,8,55.38
3535,2026-05-29T19:12:18.600Z,50.3733615,30.4645217,178.5,15.21,0.407,-0.495,0.854,8,58.25
3536,2026-05-29T19:12:18.700Z,50.3733678,30.4645405,178.5,15.21,0.494,-0.521,0.801,8,61.82
3537,2026-05-29T19:12:18.800Z,50.3733739,30.4645601,178.5,15.42,0.505,-0.660,0.835,8,64.01
3538,2026-05-29T19:12:18.900Z,50.3733786,30.4645797,178.5,15.03,0.637,-0.622,0.835,8,68.39
3539,2026-05-29T19:12:19.000Z,50.3733830,30.4646001,178.5,15.29,0.507,-0.591,0.895,8,71.21
3540,2026-05-29T19:12:19.100Z,50.3733867,30.4646206,178.5,15.22,0.342,-0.627,1.027,8,73.68
3541,2026-05-29T19:12:19.200Z,50.3733890,30.4646413,178.5,15.00,0.258,-0.769,1.071,8,79.20
3542,2026-05-29T19:12:19.300Z,50.3733904,30.4646623,178.5,15.05,0.218,-0.747,1.088,8,83.44
3543,2026-05-29T19:12:19.400Z,50.3733908,30.4646832,178.5,14.92,0.136,-0.895,0.930,8,87.40
3544,2026-05-29T19:12:19.500Z,50.3733902,30.4647041,178.5,14.95,0.250,-0.988,0.802,8,91.48
3545,2026-05-29T19:12:19.600Z,50.3733892,30.4647253,178.5,15.11,0.389,-0.832,0.573,8,93.88
3546,2026-05-29T19:12:19.700Z,50.3733876,30.4647458,178.5,14.78,0.398,-0.816,0.652,8,96.57
3547,2026-05-29T19:12:19.800Z,50.3733845,30.4647666,178.6,15.12,0.219,-0.513,0.583,8,102.00
3548,2026-05-29T19:12:19.900Z,50.3733813,30.4647868,178.6,14.88,0.102,-0.428,0.825,8,103.57
3549,2026-05-29T19:12:20.000Z,50.3733769,30.4648066,178.6,14.91,0.026,-0.385,0.904,8,108.46
3550,2026-05-29T19:12:20.100Z,50.3733722,30.4648264,178.6,15.01,-0.008,-0.487,1.044,8,109.96
3551,2026-05-29T19:12:20.200Z,50.3733665,30.4648453,178.6,14.89,0.106,-0.319,0.971,8,114.33
3552,2026-05-29T19:12:20.300Z,50.3733602,30.4648639,178.6,15.01,0.324,-0.502,1.037,8,117.43
3553,2026-05-29T19:12:20.400Z,50.3733535,30.4648822,178.6,14.94,0.387,-0.430,0.881,8,119.32
3554,2026-05-29T19:12:20.500Z,50.3733461,30.4648998,178.6,15.00,0.499,-0.430,0.770,8,122.65
3555,2026-05-29T19:12:20.600Z,50.3733382,30.4649170,178.6,15.07,0.685,-0.370,0.729,8,125.16
3556,2026-05-29T19:12:20.700Z,50.3733298,30.4649337,178.6,15.12,0.698,-0.317,0.558,8,127.56
3557,2026-05-29T19:12:20.800Z,50.3733208,30.4649493,178.6,14.94,0.573,-0.344,0.592,8,131.10
3558,2026-05-29T19:12:20.900Z,50.3733113,30.4649648,178.6,15.26,0.504,-0.352,0.667,8,133.42
3559,2026-05-29T19:12:21.000Z,50.3733015,30.4649791,178.5,14.92,0.370,-0.461,0.814,8,136.55
3560,2026-05-29T19:12:21.100Z,50.3732908,30.4649925,178.6,15.20,0.213,-0.494,0.879,8,140.30
3561,2026-05-29T19:12:21.200Z,50.3732800,30.4650050,178.6,14.96,0.337,-0.516,1.119,8,143.04
3562,2026-05-29T19:12:21.300Z,50.3732686,30.4650161,178.6,15.00,0.337,-0.516,1.119,8,147.42
3563,2026-05-29T19:12:21.400Z,50.3732567,30.4650258,178.6,14.90,0.207,-0.632,1.212,8,151.75
3564,2026-05-29T19:12:21.500Z,50.3732444,30.4650340,178.6,14.85,0.073,-0.596,1.241,8,156.31
3565,2026-05-29T19:12:21.600Z,50.3732320,30.4650412,178.6,14.76,0.172,-0.640,1.087,8,159.19
3566,2026-05-29T19:12:21.700Z,50.3732192,30.4650471,178.6,14.74,0.177,-0.798,1.200,9,163.20
3567,2026-05-29T19:12:21.800Z,50.3732065,30.4650506,178.6,14.34,0.223,-0.939,1.154,9,169.15
3568,2026-05-29T19:12:21.900Z,50.3731935,30.4650533,178.6,14.57,0.352,-0.927,1.143,9,172.11
3569,2026-05-29T19:12:22.000Z,50.3731806,30.4650543,178.6,14.32,0.494,-0.992,1.093,9,176.51
3570,2026-05-29T19:12:22.100Z,50.3731682,30.4650528,178.6,13.91,0.224,-0.983,0.967,9,183.61
3571,2026-05-29T19:12:22.200Z,50.3731560,30.4650504,178.6,13.76,-0.073,-0.808,0.983,9,186.65
3572,2026-05-29T19:12:22.300Z,50.3731442,30.4650469,178.6,13.43,-0.159,-0.975,0.934,9,190.04
3573,2026-05-29T19:12:22.400Z,50.3731332,30.4650416,178.6,12.91,-0.200,-0.941,0.836,9,196.35
3574,2026-05-29T19:12:22.500Z,50.3731223,30.4650359,178.6,12.82,-0.280,-0.984,1.043,9,198.19
3575,2026-05-29T19:12:22.600Z,50.3731124,30.4650291,178.6,12.19,-0.241,-0.959,1.075,9,203.29
3576,2026-05-29T19:12:22.700Z,50.3731037,30.4650213,178.5,11.42,-0.095,-1.045,1.235,9,208.54
3577,2026-05-29T19:12:22.800Z,50.3730955,30.4650127,178.5,10.97,-0.064,-0.859,1.188,9,213.17
